CustomerID,Product,PurchaseDate,Quantity,UnitPrice,CustomerName,ProductCategory,PaymentMethod,ReviewRating,TotalPrice
C9590,Chair,2023-03-07,6,129.85,Customer C9590,Electronics,Cash,1,779.1
C8205,Monitor,2023-11-21,3,251.56,Customer C8205,Office Supplies,Credit Card,2,754.68
C1099,Desk,2025-04-01,6,520.01,Customer C1099,Furniture,Debit Card,2,3120.06
C1617,Phone,2024-09-03,6,117.79,Customer C1617,Electronics,Credit Card,2,706.74
C1936,Laptop,2024-12-20,3,159.38,Customer C1936,Electronics,Online,5,478.14
C8577,Printer,2024-04-21,3,684.11,Customer C8577,Furniture,Credit Card,5,2052.33
C1708,Printer,2023-11-15,3,242.71,Customer C1708,Electronics,Gift Card,5,728.13
C5691,Printer,2023-10-08,2,704.73,Customer C5691,Electronics,Credit Card,1,1409.46
C3265,Monitor,2023-09-25,1,661.06,Customer C3265,Furniture,Debit Card,4,661.06
C7346,Phone,2024-09-12,2,571.9,Customer C7346,Office Supplies,Debit Card,2,1143.8
C4849,Printer,2024-10-20,1,748.55,Customer C4849,Electronics,Debit Card,4,748.55
C6609,Desk,2024-03-16,1,463.78,Customer C6609,Furniture,Debit Card,3,463.78
C4090,Desk,2023-08-11,7,363.49,Customer C4090,Electronics,Credit Card,4,2544.43
C8888,Printer,2023-08-25,7,417.97,Customer C8888,Electronics,Gift Card,2,2925.79
C2946,Desk,2023-03-20,2,173.91,Customer C2946,Furniture,Gift Card,2,347.82
C7113,Chair,2023-07-04,3,765.71,Customer C7113,Electronics,Cash,2,2297.13
C3783,Phone,2024-06-27,6,182.24,Customer C3783,Office Supplies,Gift Card,2,1093.44
C1268,Chair,2024-03-26,5,32.12,Customer C1268,Electronics,Gift Card,2,160.6
C6425,Tablet,2023-10-31,3,371.15,Customer C6425,Furniture,Cash,5,1113.45
C7038,Laptop,2024-08-22,7,233.93,Customer C7038,Electronics,Cash,3,1637.51
C6599,Monitor,2023-10-23,4,570.12,Customer C6599,Furniture,Debit Card,5,2280.48
C6177,Chair,2025-04-19,3,247.99,Customer C6177,Office Supplies,Cash,5,743.97
C8133,Chair,2025-03-24,1,304,Customer C8133,Electronics,Cash,3,304
C8269,Chair,2023-06-15,7,791.31,Customer C8269,Electronics,Gift Card,2,5539.17
C2652,Monitor,2024-02-08,7,122.16,Customer C2652,Office Supplies,Gift Card,5,855.12
C4617,Printer,2024-02-16,3,250.16,Customer C4617,Office Supplies,Debit Card,3,750.48
C9640,Laptop,2024-09-08,6,778.27,Customer C9640,Office Supplies,Cash,5,4669.62
C8863,Monitor,2024-04-01,3,146.37,Customer C8863,Office Supplies,Online,5,439.11
C3242,Printer,2023-12-16,2,179.71,Customer C3242,Office Supplies,Online,5,359.42
C3118,Printer,2023-06-23,7,788.9,Customer C3118,Office Supplies,Online,2,5522.3
C2847,Monitor,2023-04-16,5,653.01,Customer C2847,Furniture,Credit Card,3,3265.05
C7461,Printer,2023-12-26,4,164.36,Customer C7461,Office Supplies,Cash,1,657.44
C4070,Monitor,2024-11-22,3,320.65,Customer C4070,Office Supplies,Online,5,961.95
C5274,Laptop,2023-02-05,8,664.08,Customer C5274,Office Supplies,Gift Card,2,5312.64
C9800,Phone,2023-02-01,3,709.1,Customer C9800,Furniture,Credit Card,4,2127.3
C5072,Monitor,2023-06-24,2,577.4,Customer C5072,Electronics,Gift Card,4,1154.8
C6415,Laptop,2024-07-26,4,223.88,Customer C6415,Electronics,Gift Card,2,895.52
C3490,Monitor,2024-10-20,4,794.6,Customer C3490,Electronics,Gift Card,2,3178.4
C2872,Laptop,2024-04-29,4,31.12,Customer C2872,Furniture,Cash,4,124.48
C5085,Printer,2024-04-24,8,689.21,Customer C5085,Office Supplies,Debit Card,3,5513.68
C8446,Chair,2024-08-14,6,290.5,Customer C8446,Electronics,Online,2,1743
C5020,Printer,2023-12-27,4,367.42,Customer C5020,Furniture,Gift Card,3,1469.68
C1772,Monitor,2025-01-19,7,445.37,Customer C1772,Electronics,Debit Card,5,3117.59
C4437,Laptop,2024-05-06,5,404.52,Customer C4437,Furniture,Cash,2,2022.6
C7360,Monitor,2025-02-22,6,181.87,Customer C7360,Furniture,Cash,5,1091.22
C5402,Phone,2023-03-31,7,501.68,Customer C5402,Furniture,Online,5,3511.76
C7651,Phone,2024-06-04,1,55.85,Customer C7651,Office Supplies,Debit Card,3,55.85
C2341,Phone,2025-01-16,1,386.93,Customer C2341,Furniture,Cash,4,386.93
C8509,Phone,2023-09-11,7,227.2,Customer C8509,Office Supplies,Credit Card,3,1590.4
C1528,Tablet,2023-01-13,5,536.13,Customer C1528,Office Supplies,Debit Card,2,2680.65
C5002,Printer,2025-05-07,7,406.32,Customer C5002,Electronics,Debit Card,2,2844.24
C2323,Printer,2024-04-25,4,9.03,Customer C2323,Electronics,Debit Card,2,36.12
C1503,Laptop,2024-08-21,3,505.98,Customer C1503,Office Supplies,Gift Card,4,1517.94
C1785,Chair,2025-04-14,3,25.9,Customer C1785,Furniture,Debit Card,5,77.7
C2985,Monitor,2023-06-04,7,785.29,Customer C2985,Office Supplies,Credit Card,4,5497.03
C5925,Laptop,2024-09-07,7,580.44,Customer C5925,Furniture,Online,2,4063.08
C6149,Desk,2025-06-23,6,239.44,Customer C6149,Office Supplies,Credit Card,1,1436.64
C9706,Tablet,2024-07-07,5,487.97,Customer C9706,Office Supplies,Debit Card,3,2439.85
C7304,Phone,2025-05-25,4,630.55,Customer C7304,Office Supplies,Online,3,2522.2
C4001,Laptop,2025-05-02,6,372.12,Customer C4001,Electronics,Credit Card,2,2232.72
C7194,Printer,2023-08-22,8,439.21,Customer C7194,Furniture,Credit Card,3,3513.68
C2973,Phone,2023-03-20,6,536.97,Customer C2973,Office Supplies,Online,3,3221.82
C4452,Desk,2024-08-05,4,15.12,Customer C4452,Electronics,Debit Card,5,60.48
C7045,Desk,2023-01-20,4,375.05,Customer C7045,Furniture,Online,3,1500.2
C1862,Monitor,2023-05-13,4,651.68,Customer C1862,Electronics,Online,2,2606.72
C5282,Laptop,2023-10-27,2,757.03,Customer C5282,Office Supplies,Online,2,1514.06
C5412,Monitor,2025-01-06,6,665.62,Customer C5412,Office Supplies,Cash,3,3993.72
C1835,Tablet,2023-03-16,2,327.63,Customer C1835,Electronics,Debit Card,3,655.26
C3872,Laptop,2024-02-05,7,231.77,Customer C3872,Office Supplies,Debit Card,3,1622.39
C6147,Chair,2025-06-21,6,118.25,Customer C6147,Electronics,Cash,2,709.5
C3745,Laptop,2024-07-25,4,492.28,Customer C3745,Office Supplies,Cash,4,1969.12
C2613,Tablet,2024-11-16,5,115.02,Customer C2613,Office Supplies,Credit Card,4,575.1
C5366,Desk,2024-04-21,3,531.52,Customer C5366,Electronics,Credit Card,5,1594.56
C4219,Phone,2025-06-27,1,469.68,Customer C4219,Furniture,Gift Card,1,469.68
C2697,Chair,2024-01-02,4,709.14,Customer C2697,Office Supplies,Debit Card,2,2836.56
C7994,Printer,2024-04-14,5,295.23,Customer C7994,Furniture,Debit Card,5,1476.15
C7899,Printer,2025-03-30,4,778.62,Customer C7899,Furniture,Cash,1,3114.48
C9893,Printer,2024-06-23,3,752.43,Customer C9893,Office Supplies,Cash,5,2257.29
C9137,Tablet,2023-06-16,7,671.35,Customer C9137,Electronics,Credit Card,2,4699.45
C1312,Tablet,2023-08-26,6,656.86,Customer C1312,Office Supplies,Cash,5,3941.16
C3788,Tablet,2024-12-02,1,656.85,Customer C3788,Electronics,Online,1,656.85
C9625,Printer,2023-03-12,5,268.68,Customer C9625,Office Supplies,Credit Card,5,1343.4
C2409,Laptop,2023-06-29,2,504.1,Customer C2409,Electronics,Credit Card,2,1008.2
C2593,Phone,2025-04-16,7,709.55,Customer C2593,Electronics,Online,2,4966.85
C3923,Tablet,2023-07-27,2,504.14,Customer C3923,Office Supplies,Gift Card,3,1008.28
C8877,Printer,2024-05-31,1,789.77,Customer C8877,Office Supplies,Online,4,789.77
C2227,Printer,2024-10-15,7,449.79,Customer C2227,Furniture,Online,1,3148.53
C1427,Printer,2024-09-20,5,651.59,Customer C1427,Office Supplies,Credit Card,5,3257.95
C9700,Chair,2023-07-31,1,455.62,Customer C9700,Electronics,Online,1,455.62
C8203,Phone,2024-11-22,6,794.18,Customer C8203,Furniture,Debit Card,2,4765.08
C7795,Tablet,2023-12-30,3,434.87,Customer C7795,Electronics,Gift Card,3,1304.61
C9797,Desk,2023-08-04,1,584.1,Customer C9797,Electronics,Cash,2,584.1
C7846,Desk,2024-05-27,6,280.63,Customer C7846,Furniture,Gift Card,3,1683.78
C9244,Tablet,2025-03-27,2,258.96,Customer C9244,Office Supplies,Credit Card,4,517.92
C3180,Monitor,2024-08-18,8,207.94,Customer C3180,Office Supplies,Debit Card,5,1663.52
C7195,Printer,2024-12-26,8,90.3,Customer C7195,Office Supplies,Cash,3,722.4
C9074,Desk,2025-03-18,8,612.74,Customer C9074,Electronics,Gift Card,5,4901.92
C7784,Phone,2024-12-02,1,711.15,Customer C7784,Furniture,Gift Card,4,711.15
C3231,Chair,2024-07-20,5,114.92,Customer C3231,Electronics,Debit Card,1,574.6
C9011,Desk,2025-05-27,7,437.99,Customer C9011,Office Supplies,Online,1,3065.93
C6503,Printer,2023-04-15,3,483.11,Customer C6503,Office Supplies,Gift Card,4,1449.33
C9618,Laptop,2023-03-29,5,770.86,Customer C9618,Furniture,Gift Card,3,3854.3
C8981,Laptop,2024-03-28,1,602.38,Customer C8981,Electronics,Online,2,602.38
C9541,Desk,2024-12-02,8,418.27,Customer C9541,Electronics,Gift Card,5,3346.16
C5728,Monitor,2025-03-05,8,295.61,Customer C5728,Electronics,Credit Card,5,2364.88
C1596,Desk,2023-09-06,2,646.03,Customer C1596,Electronics,Credit Card,5,1292.06
C9965,Chair,2024-08-31,5,441.52,Customer C9965,Electronics,Credit Card,1,2207.6
C1151,Laptop,2024-07-29,1,24.84,Customer C1151,Office Supplies,Debit Card,1,24.84
C8480,Phone,2024-01-21,5,741.72,Customer C8480,Office Supplies,Cash,2,3708.6
C7031,Desk,2023-09-01,2,742.51,Customer C7031,Furniture,Online,2,1485.02
C1623,Tablet,2023-05-25,6,411.88,Customer C1623,Office Supplies,Debit Card,3,2471.28
C4512,Monitor,2025-03-15,3,428.09,Customer C4512,Electronics,Debit Card,3,1284.27
C6145,Phone,2023-05-23,4,473.68,Customer C6145,Electronics,Gift Card,4,1894.72
C8469,Chair,2023-05-06,5,362.89,Customer C8469,Office Supplies,Gift Card,2,1814.45
C9947,Tablet,2023-05-20,5,225.32,Customer C9947,Furniture,Cash,5,1126.6
C6780,Desk,2024-10-15,6,43.52,Customer C6780,Electronics,Credit Card,5,261.12
C5216,Chair,2025-05-29,5,440.22,Customer C5216,Office Supplies,Gift Card,1,2201.1
C5813,Phone,2025-05-26,8,156.04,Customer C5813,Office Supplies,Debit Card,2,1248.32
C8001,Chair,2024-09-10,5,773.71,Customer C8001,Office Supplies,Online,3,3868.55
C5687,Laptop,2024-10-06,7,783.14,Customer C5687,Furniture,Online,5,5481.98
C9094,Phone,2024-09-05,8,343.55,Customer C9094,Office Supplies,Gift Card,1,2748.4
C8246,Tablet,2023-10-04,4,447.82,Customer C8246,Furniture,Online,1,1791.28
C4402,Laptop,2023-04-26,3,520.58,Customer C4402,Furniture,Online,1,1561.74
C5598,Tablet,2024-11-18,8,702.89,Customer C5598,Electronics,Online,4,5623.12
C8220,Monitor,2025-04-16,5,507.53,Customer C8220,Office Supplies,Debit Card,3,2537.65
C1634,Phone,2025-04-10,8,714.63,Customer C1634,Furniture,Online,5,5717.04
C8085,Monitor,2023-12-16,1,234.44,Customer C8085,Office Supplies,Online,3,234.44
C2241,Printer,2024-08-21,8,340,Customer C2241,Office Supplies,Online,5,2720
C9756,Monitor,2024-11-19,6,395.6,Customer C9756,Electronics,Online,2,2373.6
C9667,Laptop,2024-10-06,3,705.98,Customer C9667,Office Supplies,Cash,2,2117.94
C8104,Laptop,2024-07-20,3,792.02,Customer C8104,Furniture,Gift Card,4,2376.06
C1770,Monitor,2025-02-16,7,227.84,Customer C1770,Furniture,Cash,4,1594.88
C4858,Desk,2024-02-14,6,67.73,Customer C4858,Furniture,Online,5,406.38
C8446,Desk,2024-11-01,5,468,Customer C8446,Furniture,Debit Card,1,2340
C7785,Printer,2023-09-12,1,274.88,Customer C7785,Office Supplies,Gift Card,2,274.88
C2751,Desk,2025-01-09,1,677.08,Customer C2751,Furniture,Debit Card,4,677.08
C5410,Chair,2024-12-23,8,713.21,Customer C5410,Office Supplies,Gift Card,5,5705.68
C5007,Chair,2024-07-16,3,597.35,Customer C5007,Electronics,Gift Card,1,1792.05
C2704,Tablet,2025-01-11,6,234.84,Customer C2704,Office Supplies,Cash,5,1409.04
C3900,Desk,2024-01-13,5,751.68,Customer C3900,Electronics,Credit Card,4,3758.4
C9033,Tablet,2024-06-18,3,719.63,Customer C9033,Electronics,Debit Card,4,2158.89
C9760,Laptop,2023-09-17,8,300.38,Customer C9760,Furniture,Credit Card,1,2403.04
C6239,Laptop,2023-07-19,6,754.16,Customer C6239,Furniture,Debit Card,1,4524.96
C5759,Tablet,2023-11-24,7,240.67,Customer C5759,Electronics,Credit Card,1,1684.69
C5745,Tablet,2025-03-24,2,715.14,Customer C5745,Electronics,Online,3,1430.28
C2077,Phone,2024-01-12,4,245.19,Customer C2077,Electronics,Debit Card,4,980.76
C3656,Chair,2023-05-31,4,254.64,Customer C3656,Office Supplies,Online,5,1018.56
C8210,Laptop,2025-03-04,5,416.21,Customer C8210,Electronics,Online,1,2081.05
C3765,Phone,2025-04-19,2,472,Customer C3765,Furniture,Cash,2,944
C7357,Desk,2023-10-06,1,20.53,Customer C7357,Furniture,Debit Card,3,20.53
C8311,Monitor,2023-02-26,8,152.88,Customer C8311,Furniture,Gift Card,3,1223.04
C5639,Laptop,2025-04-13,6,203.83,Customer C5639,Electronics,Debit Card,4,1222.98
C3144,Tablet,2024-10-04,2,350.19,Customer C3144,Electronics,Cash,2,700.38
C2491,Desk,2024-12-17,6,492.01,Customer C2491,Electronics,Cash,3,2952.06
C9693,Chair,2023-06-14,5,307.26,Customer C9693,Furniture,Credit Card,5,1536.3
C5579,Laptop,2025-06-03,3,392.68,Customer C5579,Electronics,Online,1,1178.04
C7878,Monitor,2025-04-13,6,776.63,Customer C7878,Furniture,Online,2,4659.78
C3285,Chair,2025-05-21,4,465.97,Customer C3285,Office Supplies,Credit Card,5,1863.88
C4549,Tablet,2025-01-19,6,336.38,Customer C4549,Furniture,Debit Card,5,2018.28
C8109,Monitor,2025-06-18,7,483.57,Customer C8109,Furniture,Gift Card,5,3384.99
C7438,Monitor,2025-02-15,4,111.52,Customer C7438,Electronics,Debit Card,2,446.08
C7645,Phone,2023-07-09,3,234.3,Customer C7645,Office Supplies,Debit Card,2,702.9
C1009,Printer,2024-05-11,3,754.71,Customer C1009,Electronics,Credit Card,4,2264.13
C5543,Laptop,2024-03-10,1,781.85,Customer C5543,Furniture,Online,5,781.85
C9464,Laptop,2023-06-07,7,34.85,Customer C9464,Office Supplies,Debit Card,3,243.95
C5096,Desk,2023-10-21,4,659.47,Customer C5096,Office Supplies,Gift Card,2,2637.88
C9620,Chair,2023-04-03,5,384.78,Customer C9620,Furniture,Online,4,1923.9
C3505,Chair,2025-01-04,3,629.78,Customer C3505,Electronics,Cash,4,1889.34
C1675,Chair,2023-12-22,7,655.23,Customer C1675,Office Supplies,Online,2,4586.61
C4446,Chair,2023-02-14,6,610.36,Customer C4446,Electronics,Credit Card,2,3662.16
C8856,Phone,2023-08-03,4,215.61,Customer C8856,Office Supplies,Gift Card,1,862.44
C9678,Phone,2024-12-01,2,311.39,Customer C9678,Furniture,Debit Card,3,622.78
C6018,Laptop,2024-07-13,2,166.62,Customer C6018,Office Supplies,Debit Card,1,333.24
C6753,Monitor,2025-06-24,2,330,Customer C6753,Office Supplies,Debit Card,2,660
C8997,Tablet,2025-03-26,5,314.69,Customer C8997,Electronics,Debit Card,4,1573.45
C4715,Chair,2024-07-27,2,677.5,Customer C4715,Electronics,Credit Card,3,1355
C9337,Phone,2024-11-29,6,5.18,Customer C9337,Furniture,Cash,5,31.08
C3006,Laptop,2025-05-04,3,671.86,Customer C3006,Electronics,Online,1,2015.58
C1166,Monitor,2023-10-22,8,209.16,Customer C1166,Office Supplies,Debit Card,3,1673.28
C5993,Desk,2023-01-05,7,128.59,Customer C5993,Furniture,Credit Card,3,900.13
C4133,Phone,2023-06-09,4,774.66,Customer C4133,Electronics,Online,3,3098.64
C3385,Tablet,2024-02-15,7,427.25,Customer C3385,Electronics,Cash,5,2990.75
C8322,Desk,2024-04-06,3,93.76,Customer C8322,Electronics,Debit Card,1,281.28
C8169,Desk,2023-04-03,6,295.93,Customer C8169,Office Supplies,Online,2,1775.58
C1840,Tablet,2023-03-18,7,253.64,Customer C1840,Office Supplies,Credit Card,1,1775.48
C3356,Tablet,2024-11-02,7,89.56,Customer C3356,Furniture,Cash,3,626.92
C1631,Laptop,2024-12-22,7,247.21,Customer C1631,Electronics,Online,2,1730.47
C7535,Monitor,2025-01-09,6,137.78,Customer C7535,Office Supplies,Gift Card,3,826.68
C5803,Laptop,2024-11-02,3,639.79,Customer C5803,Office Supplies,Online,4,1919.37
C3288,Phone,2025-01-15,4,174.83,Customer C3288,Furniture,Gift Card,1,699.32
C5332,Monitor,2024-03-29,4,202.97,Customer C5332,Office Supplies,Online,2,811.88
C1988,Printer,2023-12-27,4,384.27,Customer C1988,Office Supplies,Gift Card,1,1537.08
C8966,Monitor,2023-04-12,5,62.8,Customer C8966,Office Supplies,Cash,2,314
C5882,Laptop,2023-06-06,8,39.49,Customer C5882,Furniture,Online,2,315.92
C8648,Desk,2024-04-08,2,775.78,Customer C8648,Electronics,Debit Card,2,1551.56
C4705,Desk,2024-10-12,4,609.06,Customer C4705,Furniture,Credit Card,1,2436.24
C3269,Tablet,2024-02-01,6,562.65,Customer C3269,Furniture,Debit Card,5,3375.9
C2312,Monitor,2023-12-04,6,462,Customer C2312,Furniture,Cash,3,2772
